DATE_TIME,PE,VWC,PRECIP,Kc,EFF_RAIN
2016-01-17,0.3,50.0,0.0,0.4,-0.3
2016-01-18,0.3,55.0,0.0,0.6,-0.3
2016-01-19,0.3,53.6,0.28,0.6,-0.019999999999999962
2016-01-20,0.2,52.9,0.0,0.6,-0.2
2016-01-21,0.2,54.6,0.47000000000000003,0.6,0.27
2016-01-22,0.2,52.2,3.3100000000000005,0.6,3.1100000000000003
2016-01-23,0.2,53.0,1.99,0.6,1.79
2016-01-24,0.1,54.7,0.13,0.6,0.03
2016-01-25,0.5,55.1,0.05,0.8,-0.45
2016-01-26,0.7,54.1,0.06,0.8,-0.6399999999999999
2016-01-27,0.7,53.8,1.62,0.8,0.9200000000000002
2016-01-28,0.8,53.3,0.79,0.8,-0.010000000000000009
2016-01-29,1.4,54.4,0.0,0.8,-1.4
2016-01-30,0.7,50.0,0.52,0.8,-0.17999999999999994
2016-01-31,0.2,45.5,2.65,0.8,2.4499999999999997
2016-02-01,1.2,49.7,1.5,0.3,0.30000000000000004
2016-02-02,1.1,47.4,0.25,0.3,-0.8500000000000001
2016-02-03,0.5,49.5,0.0,0.3,-0.5
2016-02-04,0.6,46.4,1.0500000000000003,0.3,0.4500000000000003
2016-02-05,0.9,51.0,1.58,0.3,0.68
2016-02-06,0.3,51.4,9.850000000000003,0.3,9.550000000000002
2016-02-07,0.7,54.3,1.7400000000000002,0.3,1.0400000000000003
2016-02-08,0.6,51.8,1.1,0.6,0.5000000000000001
2016-02-09,0.6,52.9,0.0,0.6,-0.6
2016-02-10,0.5,54.1,0.0,0.6,-0.5
2016-02-11,0.4,54.2,0.0,0.6,-0.4
2016-02-12,0.4,51.3,0.0,0.6,-0.4
2016-02-13,0.6,49.1,1.7200000000000002,0.6,1.12
2016-02-14,0.5,54.1,3.0799999999999996,0.6,2.5799999999999996
2016-02-15,0.5,58.2,2.2600000000000002,0.3,1.7600000000000002
2016-02-16,0.9,57.7,0.39,0.3,-0.51
2016-02-17,0.2,58.9,13.640000000000002,0.3,13.440000000000003
2016-02-18,0.8,54.5,0.0,0.3,-0.8
2016-02-19,0.7,56.7,0.49999999999999994,0.3,-0.2
2016-02-20,0.8,49.3,0.34,0.3,-0.46
2016-02-21,0.6,51.4,1.99,0.3,1.3900000000000001
2016-02-22,0.6,48.4,0.0,0.8,-0.6
2016-02-23,0.7,49.1,0.0,0.8,-0.7
2016-02-24,0.7,50.6,0.0,0.8,-0.7
2016-02-25,0.7,51.6,0.0,0.8,-0.7
2016-02-26,0.7,-9999.0,0.0,0.8,-0.7
2016-02-27,0.5,45.7,0.0,0.8,-0.5
2016-02-28,0.9,44.7,0.0,0.8,-0.9
2016-02-29,0.9,50.2,0.36,0.3,-0.54
2016-03-01,0.5,47.4,1.3599999999999999,0.3,0.8599999999999999
2016-03-02,0.7,48.9,5.49,0.3,4.79
2016-03-03,0.9,47.6,1.9500000000000002,0.3,1.0500000000000003
2016-03-04,0.3,52.7,20.790000000000003,0.3,20.490000000000002
2016-03-05,0.8,53.7,3.9400000000000004,0.3,3.1400000000000006
2016-03-06,0.7,54.7,0.25,0.3,-0.44999999999999996
2016-03-07,1.0,55.5,0.0,0.3,-1.0
2016-03-08,0.4,52.6,0.0,0.3,-0.4
2016-03-09,0.3,55.4,25.930000000000007,0.3,25.630000000000006
2016-03-10,0.5,59.2,0.18,0.3,-0.32
2016-03-11,0.9,56.1,0.0,0.3,-0.9
2016-03-12,0.9,54.7,0.0,0.3,-0.9
2016-03-13,1.1,50.2,0.0,0.3,-1.1
2016-03-14,1.4,48.9,0.0,0.8,-1.4
2016-03-15,0.9,57.4,0.0,0.8,-0.9
2016-03-16,1.2,48.8,0.0,0.8,-1.2
2016-03-17,1.2,48.7,0.0,0.8,-1.2
2016-03-18,0.6,50.0,0.0,0.8,-0.6
2016-03-19,0.6,51.1,0.0,0.8,-0.6
2016-03-20,1.1,50.7,0.0,0.8,-1.1
2016-03-21,1.2,47.4,0.0,0.4,-1.2
2016-03-22,0.8,47.0,0.0,0.4,-0.8
2016-03-23,0.6,48.0,0.0,0.4,-0.6
2016-03-24,0.5,47.3,1.0000000000000002,0.4,0.5000000000000002
2016-03-25,2.1,40.7,0.0,0.4,-2.1
2016-03-26,1.0,43.4,5.06,0.4,4.06
2016-03-27,1.4,44.1,0.97,0.4,-0.42999999999999994
2016-03-28,1.0,53.1,26.13,0.3,25.13
2016-03-29,1.0,51.1,6.85,0.3,5.85
2016-03-30,1.3,51.0,0.65,0.3,-0.65
2016-03-31,1.7,52.1,0.18,0.3,-1.52
2016-04-01,1.4,49.6,0.16,0.3,-1.24
2016-04-02,0.7,53.7,3.1199999999999997,0.3,2.42
2016-04-03,1.5,53.0,0.2,0.3,-1.3
2016-04-04,0.6,51.0,13.52,0.3,12.92
2016-04-05,0.9,54.4,0.11,0.3,-0.79
2016-04-06,0.0,-9999.0,0.99,0.3,0.99
2016-04-07,0.0,-9999.0,0.74,0.3,0.74
2016-04-08,0.0,-9999.0,0.0,0.3,0.0
2016-04-09,1.7,52.1,2.14,0.3,0.44000000000000017
2016-04-10,2.2,48.6,0.05,0.3,-2.1500000000000004
2016-04-11,1.6,49.2,0.21,0.3,-1.3900000000000001
2016-04-12,0.4,51.9,14.499999999999998,0.3,14.099999999999998
2016-04-13,1.2,56.7,3.81,0.3,2.6100000000000003
2016-04-14,1.8,53.0,0.0,0.3,-1.8
2016-04-15,1.5,51.6,14.78,0.3,13.28
2016-04-16,1.6,52.2,5.75,0.3,4.15
2016-04-17,2.3,52.5,0.0,0.3,-2.3
2016-04-18,1.6,50.5,0.0,0.8,-1.6
2016-04-19,2.9,47.9,0.0,0.8,-2.9
2016-04-20,2.8,50.3,0.0,0.8,-2.8
2016-04-21,3.0,43.7,0.0,0.8,-3.0
2016-04-22,1.9,44.1,0.0,0.8,-1.9
2016-04-23,2.0,43.5,0.18,0.8,-1.82
2016-04-24,1.8,43.0,0.0,0.8,-1.8
2016-04-25,1.6,40.2,0.14,0.3,-1.46
2016-04-26,1.8,43.3,1.56,0.3,-0.24
2016-04-27,1.5,43.8,7.569999999999999,0.3,6.069999999999999
2016-04-28,1.4,49.0,2.7600000000000002,0.3,1.3600000000000003
2016-04-29,1.0,47.2,2.04,0.3,1.04
2016-04-30,2.6,52.0,1.13,0.3,-1.4700000000000002
2016-05-01,1.4,47.8,0.05,0.3,-1.3499999999999999
2016-05-02,1.9,51.4,1.07,0.8,-0.8299999999999998
2016-05-03,2.5,46.6,0.0,0.8,-2.5
2016-05-04,3.6,51.8,0.0,0.8,-3.6
2016-05-05,0.0,-9999.0,0.0,0.8,0.0
2016-05-06,0.0,-9999.0,0.0,0.8,0.0
2016-05-07,0.0,-9999.0,0.0,0.8,0.0
2016-05-08,0.0,-9999.0,0.0,0.8,0.0
2016-05-09,0.0,-9999.0,0.0,0.8,0.0
2016-05-10,0.0,-9999.0,0.07,0.8,0.07
2016-05-11,0.0,-9999.0,0.0,0.8,0.0
2016-05-12,3.2,36.5,0.0,0.8,-3.2
2016-05-13,1.3,33.7,0.0,0.8,-1.3
2016-05-14,2.6,29.9,0.0,0.8,-2.6
2016-05-15,2.4,32.2,0.0,0.8,-2.4
2016-05-16,3.2,-9999.0,0.0,0.3,-3.2
2016-05-17,3.2,32.7,0.0,0.3,-3.2
2016-05-18,1.3,33.5,2.47,0.3,1.1700000000000002
2016-05-19,1.5,34.6,6.91,0.3,5.41
2016-05-20,2.5,35.7,0.27,0.3,-2.23
2016-05-21,1.9,41.8,9.950000000000001,0.3,8.05
2016-05-22,3.2,40.3,3.17,0.3,-0.03000000000000025
2016-05-23,3.3,38.7,0.0,0.4,-3.3
2016-05-24,3.4,38.7,0.0,0.4,-3.4
2016-05-25,0.8,39.9,6.020000000000001,0.4,5.2200000000000015
2016-05-26,1.4,42.1,0.9700000000000001,0.4,-0.4299999999999998
2016-05-27,1.8,41.3,0.0,0.4,-1.8
2016-05-28,2.3,41.5,0.0,0.4,-2.3
2016-05-29,2.9,37.5,0.0,0.4,-2.9
2016-05-30,2.7,37.7,0.0,0.8,-2.7
2016-05-31,0.8,40.9,1.9900000000000002,0.8,1.1900000000000002
2016-06-01,0.9,41.6,0.0,0.8,-0.9
2016-06-02,1.7,38.9,0.0,0.8,-1.7
2016-06-03,2.7,37.5,0.0,0.8,-2.7
2016-06-04,3.5,36.2,0.0,0.8,-3.5
2016-06-05,4.5,35.4,0.0,0.8,-4.5
2016-06-06,4.7,36.6,0.0,0.3,-4.7
2016-06-07,4.3,33.2,0.0,0.3,-4.3
2016-06-08,3.1,32.5,0.0,0.3,-3.1
2016-06-09,3.7,31.9,3.75,0.3,0.04999999999999982
2016-06-10,1.4,36.4,8.379999999999999,0.3,6.979999999999999
2016-06-11,1.8,38.1,1.73,0.3,-0.07000000000000006
2016-06-12,1.8,40.3,9.69,0.3,7.89
2016-06-13,1.0,41.0,0.0,0.6,-1.0
2016-06-14,2.0,37.7,0.34,0.6,-1.66
2016-06-15,1.3,37.3,0.0,0.6,-1.3
2016-06-16,1.3,35.9,0.0,0.6,-1.3
2016-06-17,1.4,37.5,0.06,0.6,-1.3399999999999999
2016-06-18,2.5,36.4,0.0,0.6,-2.5
2016-06-19,2.2,37.1,4.45,0.6,2.25
2016-06-20,2.6,38.0,1.7000000000000002,0.3,-0.8999999999999999
2016-06-21,3.3,36.2,0.0,0.3,-3.3
2016-06-22,3.4,35.5,0.77,0.3,-2.63
2016-06-23,3.0,33.5,4.73,0.3,1.7300000000000004
2016-06-24,3.1,37.8,0.1,0.3,-3.0
2016-06-25,3.1,38.8,7.739999999999999,0.3,4.639999999999999
2016-06-26,3.5,39.5,3.0900000000000003,0.3,-0.4099999999999997
2016-06-27,3.1,42.3,0.0,0.3,-3.1
2016-06-28,1.9,39.3,6.029999999999999,0.3,4.129999999999999
2016-06-29,1.6,44.0,8.629999999999999,0.3,7.029999999999999
2016-06-30,2.5,42.1,2.3000000000000003,0.3,-0.19999999999999973
2016-07-01,2.7,45.0,0.17,0.3,-2.5300000000000002
2016-07-02,2.7,43.3,0.0,0.3,-2.7
2016-07-03,2.9,39.2,0.0,0.3,-2.9
2016-07-04,3.3,40.8,4.4799999999999995,0.4,1.1799999999999997
2016-07-05,2.3,40.8,0.37,0.4,-1.9299999999999997
2016-07-06,2.9,43.0,0.0,0.4,-2.9
2016-07-07,2.1,41.3,0.31,0.4,-1.79
2016-07-08,3.2,42.5,5.3999999999999995,0.4,2.1999999999999993
2016-07-09,1.2,43.7,2.56,0.4,1.36
2016-07-10,2.9,43.4,0.0,0.4,-2.9
2016-07-11,2.4,41.5,0.9899999999999999,0.8,-1.4100000000000001
2016-07-12,3.6,40.3,0.0,0.8,-3.6
2016-07-13,3.2,38.7,0.05,0.8,-3.1500000000000004
2016-07-14,3.3,35.8,0.0,0.8,-3.3
2016-07-15,2.0,38.0,0.0,0.8,-2.0
2016-07-16,4.1,36.1,0.0,0.8,-4.1
2016-07-17,4.3,34.2,0.0,0.8,-4.3
2016-07-18,4.4,35.5,0.0,0.8,-4.4
2016-07-19,5.5,33.3,0.0,0.8,-5.5
2016-07-20,3.3,33.1,0.0,0.8,-3.3
2016-07-21,3.2,29.5,0.0,0.8,-3.2
2016-07-22,2.7,31.9,0.0,0.8,-2.7
2016-07-23,3.1,31.4,0.0,0.8,-3.1
2016-07-24,2.6,31.1,0.06,0.8,-2.54
2016-07-25,3.3,32.1,0.0,0.3,-3.3
2016-07-26,2.0,31.3,0.16999999999999998,0.3,-1.83
2016-07-27,3.3,29.7,3.89,0.3,0.5900000000000003
2016-07-28,1.7,31.3,0.6799999999999999,0.3,-1.02
2016-07-29,2.0,34.3,9.270000000000001,0.3,7.270000000000001
2016-07-30,4.0,35.0,0.0,0.3,-4.0
2016-07-31,2.9,31.3,0.0,0.3,-2.9
2016-08-01,2.2,31.5,0.0,0.8,-2.2
2016-08-02,1.0,30.7,0.56,0.8,-0.43999999999999995
2016-08-03,3.0,33.5,0.0,0.8,-3.0
2016-08-04,3.4,29.9,0.22999999999999998,0.8,-3.17
2016-08-05,3.1,30.3,0.0,0.8,-3.1
2016-08-06,4.4,30.0,0.0,0.8,-4.4
2016-08-07,3.6,30.4,0.33999999999999997,0.8,-3.2600000000000002
2016-08-08,3.0,29.3,0.0,0.6,-3.0
2016-08-09,2.8,28.0,0.48000000000000004,0.6,-2.32
2016-08-10,3.2,28.7,1.9899999999999998,0.6,-1.2100000000000004
2016-08-11,1.8,31.2,3.7,0.6,1.9000000000000001
2016-08-12,2.5,30.4,0.0,0.6,-2.5
2016-08-13,3.4,29.5,0.0,0.6,-3.4
2016-08-14,2.3,28.2,0.0,0.6,-2.3
2016-08-15,3.3,28.7,0.0,0.4,-3.3
2016-08-16,3.4,29.2,0.0,0.4,-3.4
2016-08-17,2.4,28.2,0.0,0.4,-2.4
2016-08-18,3.1,25.7,0.0,0.4,-3.1
2016-08-19,1.0,28.5,6.47,0.4,5.47
2016-08-20,1.9,31.2,1.71,0.4,-0.18999999999999995
2016-08-21,2.9,29.6,0.8300000000000001,0.4,-2.07
2016-08-22,1.3,35.5,14.410000000000002,0.3,13.110000000000001
2016-08-23,3.6,34.7,0.15,0.3,-3.45
2016-08-24,2.7,34.0,0.0,0.3,-2.7
2016-08-25,0.7,35.8,30.929999999999996,0.3,30.229999999999997
2016-08-26,3.1,35.7,1.95,0.3,-1.1500000000000001
2016-08-27,1.5,36.1,15.290000000000004,0.3,13.790000000000004
2016-08-28,1.4,38.1,1.1600000000000001,0.3,-0.23999999999999977
2016-08-29,3.0,37.7,0.0,0.3,-3.0
2016-08-30,2.8,39.0,0.0,0.3,-2.8
2016-08-31,2.0,35.8,0.0,0.3,-2.0
2016-09-01,2.8,35.2,0.0,0.3,-2.8
2016-09-02,1.7,34.4,0.06,0.3,-1.64
2016-09-03,0.6,35.2,10.140000000000002,0.3,9.540000000000003
2016-09-04,1.8,38.3,1.7800000000000002,0.3,-0.019999999999999796
2016-09-05,1.6,35.5,0.1,0.8,-1.5
2016-09-06,2.1,37.0,0.0,0.8,-2.1
2016-09-07,2.1,37.3,0.0,0.8,-2.1
2016-09-08,2.4,37.6,0.0,0.8,-2.4
2016-09-09,2.3,35.0,0.0,0.8,-2.3
2016-09-10,1.4,32.8,0.34,0.8,-1.0599999999999998
2016-09-11,2.4,34.0,0.05,0.8,-2.35
2016-09-12,2.2,31.2,0.0,0.6,-2.2
2016-09-13,2.6,32.0,0.0,0.6,-2.6
2016-09-14,2.5,32.8,0.0,0.6,-2.5
2016-09-15,2.2,33.0,0.0,0.6,-2.2
2016-09-16,0.9,29.9,3.2300000000000004,0.6,2.3300000000000005
2016-09-17,2.1,31.8,0.0,0.6,-2.1
2016-09-18,2.3,32.2,0.0,0.6,-2.3
2016-09-19,0.9,30.0,1.43,0.6,0.5299999999999999
2016-09-20,0.6,32.8,0.16999999999999998,0.6,-0.43
2016-09-21,1.3,33.1,1.27,0.6,-0.030000000000000027
2016-09-22,1.6,31.3,0.37,0.6,-1.23
2016-09-23,2.0,29.3,0.0,0.6,-2.0
2016-09-24,1.9,29.9,0.0,0.6,-1.9
2016-09-25,1.7,30.3,3.73,0.6,2.0300000000000002
2016-09-26,0.7,34.2,1.6,0.8,0.9000000000000001
2016-09-27,0.9,35.8,0.49,0.8,-0.41000000000000003
2016-09-28,1.3,32.9,0.0,0.8,-1.3
2016-09-29,1.9,32.7,0.1,0.8,-1.7999999999999998
2016-09-30,1.4,30.5,1.25,0.8,-0.1499999999999999
2016-10-01,1.1,30.7,0.42,0.8,-0.6800000000000002
2016-10-02,1.4,31.6,0.0,0.8,-1.4
2016-10-03,1.4,29.5,0.15000000000000002,0.8,-1.25
2016-10-04,1.7,31.1,0.06,0.8,-1.64
2016-10-05,1.3,29.8,0.0,0.8,-1.3
2016-10-06,1.4,30.6,0.11,0.8,-1.2899999999999998
2016-10-07,0.7,28.3,0.25,0.8,-0.44999999999999996
2016-10-08,0.8,29.9,0.11,0.8,-0.6900000000000001
2016-10-09,1.0,30.5,1.33,0.8,0.33000000000000007
2016-10-10,0.9,30.9,0.12000000000000001,0.3,-0.78
2016-10-11,0.7,31.2,2.32,0.3,1.6199999999999999
2016-10-12,0.8,30.9,2.0,0.3,1.2
2016-10-13,0.6,34.7,10.290000000000001,0.3,9.690000000000001
2016-10-14,0.6,34.3,3.8900000000000006,0.3,3.2900000000000005
2016-10-15,0.7,34.4,0.7000000000000001,0.3,1.1102230246251565e-16
2016-10-16,0.5,34.1,1.9200000000000002,0.3,1.4200000000000002
2016-10-17,0.7,36.2,1.0,0.3,0.30000000000000004
2016-10-18,0.8,35.6,7.979999999999999,0.3,7.179999999999999
2016-10-19,0.8,38.2,1.92,0.3,1.1199999999999999
2016-10-20,0.8,38.9,1.8500000000000003,0.3,1.0500000000000003
2016-10-21,0.6,37.1,0.1,0.3,-0.5
2016-10-22,0.7,38.9,1.0,0.3,0.30000000000000004
2016-10-23,0.7,39.4,2.6599999999999997,0.3,1.9599999999999997
2016-10-24,0.4,38.8,0.06,0.8,-0.34
2016-10-25,0.5,38.5,0.0,0.8,-0.5
2016-10-26,0.7,37.0,0.0,0.8,-0.7
2016-10-27,0.6,40.7,0.0,0.8,-0.6
2016-10-28,0.4,36.2,0.0,0.8,-0.4
2016-10-29,0.6,36.0,0.0,0.8,-0.6
2016-10-30,0.4,38.5,0.0,0.8,-0.4
2016-10-31,0.3,35.4,0.0,0.6,-0.3
2016-11-01,0.5,38.0,0.0,0.6,-0.5
2016-11-02,0.4,34.3,0.0,0.6,-0.4
2016-11-03,0.4,35.0,0.67,0.6,0.27
2016-11-04,0.6,34.9,0.3,0.6,-0.3
2016-11-05,0.6,37.4,3.55,0.6,2.9499999999999997
2016-11-06,0.3,39.0,4.199999999999999,0.6,3.8999999999999995
2016-11-07,0.4,39.8,3.26,0.3,2.86
2016-11-08,0.3,41.8,0.0,0.3,-0.3
2016-11-09,0.3,40.1,10.959999999999999,0.3,10.659999999999998
2016-11-10,0.5,41.1,1.79,0.3,1.29
2016-11-11,0.3,39.1,0.0,0.3,-0.3
2016-11-12,0.2,41.1,6.74,0.3,6.54
2016-11-13,0.6,42.0,2.3,0.3,1.6999999999999997
2016-11-14,0.4,44.4,0.14,0.4,-0.26
2016-11-15,0.1,42.5,0.0,0.4,-0.1
2016-11-16,0.5,39.2,0.06,0.4,-0.44
2016-11-17,0.4,41.6,3.0300000000000002,0.4,2.6300000000000003
2016-11-18,0.3,40.7,0.9100000000000001,0.4,0.6100000000000001
2016-11-19,0.2,41.9,0.22,0.4,0.01999999999999999
2016-11-20,0.3,41.2,5.9,0.4,5.6000000000000005
2016-11-21,0.2,43.5,27.96,0.3,27.76
2016-11-22,0.2,44.4,12.320000000000004,0.3,12.120000000000005
2016-11-23,0.4,43.4,0.05,0.3,-0.35000000000000003
2016-11-24,0.4,41.9,0.0,0.3,-0.4
2016-11-25,0.3,42.1,0.0,0.3,-0.3
2016-11-26,0.2,45.8,0.0,0.3,-0.2
2016-11-27,0.3,42.6,0.0,0.3,-0.3
2016-11-28,0.3,44.3,0.0,0.8,-0.3
2016-11-29,0.1,42.6,0.0,0.8,-0.1
2016-11-30,0.1,42.3,0.05,0.8,-0.05
2016-12-01,0.2,41.9,0.05,0.8,-0.15000000000000002
2016-12-02,0.1,43.8,0.8300000000000001,0.8,0.7300000000000001
2016-12-03,0.4,43.8,0.0,0.8,-0.4
2016-12-04,0.4,41.9,0.0,0.8,-0.4
2016-12-05,0.1,44.4,0.0,0.4,-0.1
2016-12-06,0.1,46.6,1.9200000000000002,0.4,1.82
2016-12-07,0.2,46.4,0.26999999999999996,0.4,0.06999999999999995
2016-12-08,0.1,48.1,6.26,0.4,6.16
2016-12-09,0.1,45.7,1.13,0.4,1.0299999999999998
2016-12-10,0.2,47.4,1.0400000000000003,0.4,0.8400000000000003
2016-12-11,0.3,43.7,0.0,0.4,-0.3
2016-12-12,0.1,47.3,1.36,0.6,1.26
2016-12-13,0.1,49.8,4.529999999999999,0.6,4.43
2016-12-14,0.2,47.2,0.1,0.6,-0.1
2016-12-15,0.1,49.8,0.7,0.6,0.6
2016-12-16,0.1,51.5,0.0,0.6,-0.1
2016-12-17,0.1,47.4,0.0,0.6,-0.1
2016-12-18,0.1,46.7,0.0,0.6,-0.1
2016-12-19,0.2,44.4,0.05,0.6,-0.15000000000000002
2016-12-20,0.2,41.8,0.18,0.6,-0.020000000000000018
2016-12-21,0.2,44.4,0.35,0.6,0.14999999999999997
2016-12-22,0.3,47.6,0.5,0.6,0.2
2016-12-23,0.3,45.9,3.71,0.6,3.41
2016-12-24,0.4,46.4,2.6599999999999997,0.6,2.26
2016-12-25,0.6,45.8,0.06,0.6,-0.54
2016-12-26,0.5,45.5,0.0,0.3,-0.5
2016-12-27,0.0,45.6,0.0,0.3,0.0
2016-12-28,0.2,42.9,0.0,0.3,-0.2
2016-12-29,0.0,46.9,0.0,0.3,0.0
2016-12-30,0.1,51.1,0.05,0.3,-0.05
2016-12-31,0.4,48.9,0.05,0.3,-0.35000000000000003
